,phylum_Actinobacteria,phylum_Bacteroidetes,phylum_Firmicutes,phylum_Proteobacteria,phylum_Verrucomicrobia,phylum_unclassified_Bacteria,class_Actinobacteria,class_Bacilli,class_Bacteroidia,class_Betaproteobacteria,class_Clostridia,class_Deltaproteobacteria,class_Erysipelotrichia,class_Gammaproteobacteria,class_Negativicutes,class_Verrucomicrobiae,class_unclassified_Bacteria,class_unclassified_Firmicutes,order_Bacteroidales,order_Burkholderiales,order_Clostridiales,order_Coriobacteriales,order_Desulfovibrionales,order_Enterobacteriales,order_Erysipelotrichales,order_Lactobacillales,order_Selenomonadales,order_Verrucomicrobiales,order_unclassified_Bacteria,order_unclassified_Firmicutes,family_Acidaminococcaceae,family_Bacteroidaceae,family_Clostridiaceae.1,family_Clostridiales_Incertae.Sedis.XIII,family_Coriobacteriaceae,family_Desulfovibrionaceae,family_Enterobacteriaceae,family_Erysipelotrichaceae,family_Lachnospiraceae,family_Peptostreptococcaceae,family_Porphyromonadaceae,family_Prevotellaceae,family_Rikenellaceae,family_Ruminococcaceae,family_Streptococcaceae,family_Sutterellaceae,family_Veillonellaceae,family_Verrucomicrobiaceae,family_unclassified_Bacteria,family_unclassified_Clostridiales,family_unclassified_Firmicutes,genus_Akkermansia,genus_Alistipes,genus_Anaerotruncus,genus_Anaerovorax,genus_Bacteroides,genus_Barnesiella,genus_Bilophila,genus_Blautia,genus_Butyricicoccus,genus_Butyricimonas,genus_Clostridium.IV,genus_Clostridium.XI,genus_Clostridium.XVIII,genus_Clostridium.XlVa,genus_Clostridium.XlVb,genus_Clostridium.sensu.stricto,genus_Collinsella,genus_Coprococcus,genus_Dorea,genus_Eggerthella,genus_Erysipelotrichaceae_incertae_sedis,genus_Faecalibacterium,genus_Flavonifractor,genus_Holdemania,genus_Lachnospiracea_incertae_sedis,genus_Odoribacter,genus_Oscillibacter,genus_Parabacteroides,genus_Parasutterella,genus_Phascolarctobacterium,genus_Prevotella,genus_Pseudoflavonifractor,genus_Roseburia,genus_Ruminococcus,genus_Streptococcus,genus_Veillonella,genus_unclassified_Bacteria,genus_unclassified_Clostridiales,genus_unclassified_Clostridiales_Incertae.Sedis.XIII,genus_unclassified_Coriobacteriaceae,genus_unclassified_Erysipelotrichaceae,genus_unclassified_Firmicutes,genus_unclassified_Lachnospiraceae,genus_unclassified_Porphyromonadaceae,genus_unclassified_Ruminococcaceae,IR_IS_IS
37,0.000939775,0.913461079,0.06602316,0.018397286,0.001178701,0.0,0.000939775,0.000175212,0.913461079,0.018349501,0.058632389,3.19e-05,0.001672481,0.0,0.005097084,0.001178701,0.0,0.000445995,0.913461079,0.018349501,0.058632389,0.000923846,3.19e-05,0.0,0.001672481,0.000175212,0.005097084,0.001178701,0.0,0.000445995,0.005017442,0.888469441,0.0,6.37e-05,0.000923846,3.19e-05,0.0,0.001672481,0.028575524,0.0,0.024163362,0.000812348,1.59e-05,0.029403801,0.000175212,0.018349501,7.96e-05,0.001178701,0.0,0.00058935,0.000445995,0.001178701,1.59e-05,6.37e-05,3.19e-05,0.888469441,0.0,0.0,0.005941288,0.000159284,0.0,0.000541565,0.0,4.78e-05,0.00089199,0.005590863,0.0,0.000876061,1.59e-05,0.0,0.0,3.19e-05,0.01707523,0.001720266,1.59e-05,0.008394259,1.59e-05,0.0024689,0.024147433,0.0,0.005017442,0.000812348,3.19e-05,6.37e-05,3.19e-05,0.000175212,4.78e-05,0.0,0.00058935,3.19e-05,0.0,0.00157691,0.000445995,0.007677482,0.0,0.007311129,0.0
38,0.003962264,0.200566038,0.785408805,0.001981132,0.007484277,0.0,0.003962264,0.002327044,0.200566038,0.001603774,0.714874214,0.000125786,0.046163522,0.000251572,0.022044025,0.007484277,0.0,0.0,0.200566038,0.001603774,0.714874214,0.003867925,0.000125786,0.000251572,0.046163522,0.002327044,0.022044025,0.007484277,0.0,0.0,0.0,0.199025157,3.14e-05,3.14e-05,0.003867925,0.000125786,0.000251572,0.046163522,0.596698113,0.0,0.0,0.0,0.001540881,0.117641509,0.001855346,0.001603774,0.022044025,0.007484277,0.0,0.000125786,0.0,0.007484277,0.001540881,0.000157233,0.0,0.199025157,0.0,0.000125786,0.186981132,0.001792453,0.0,0.001132075,0.0,0.000314465,0.040974843,0.001477987,3.14e-05,0.002767296,0.0,0.040251572,0.001069182,0.001100629,0.097735849,0.001257862,0.000408805,0.161100629,0.0,0.001949686,0.0,0.0,0.0,0.0,0.0,0.071698113,0.0,0.001761006,0.000314465,0.0,0.000125786,3.14e-05,3.14e-05,0.044339623,0.0,0.093962264,0.0,0.013616352,0.0
39,0.027101681,0.392654123,0.399939952,0.024099279,0.080244195,0.05642514,0.027101681,6e-05,0.392373899,0.019835869,0.284267414,0.003963171,0.012029624,0.0,0.102301841,0.080244195,0.05642514,0.001281025,0.392373899,0.019835869,0.284227382,0.027101681,0.003963171,0.0,0.012029624,6e-05,0.102301841,0.080244195,0.05642514,0.001281025,0.085548439,0.185408327,0.00010008,0.000520416,0.027101681,0.003963171,0.0,0.012029624,0.129263411,0.001281025,0.111889512,0.046457166,0.047578062,0.13438751,6e-05,0.019835869,0.016753403,0.080244195,0.05642514,0.018654924,0.001281025,0.080244195,0.047578062,0.000420336,0.00020016,0.185408327,0.04613691,0.000820657,0.018915132,0.00326261,0.001581265,0.000480384,0.001281025,6e-05,0.016473179,0.006285028,0.00010008,0.026140913,0.001601281,0.005264211,0.000240192,0.004163331,0.049419536,0.001000801,0.000180144,0.014931946,0.000980785,0.012670136,0.063190552,0.000860689,0.085488391,0.029583667,0.000160128,0.002081665,0.03805044,6e-05,2e-05,0.05642514,0.018654924,0.000320256,0.000560448,0.001901521,0.001281025,0.063650921,0.0,0.028843074,0.0
40,3.48e-05,0.718804371,0.247894773,0.02487995,0.0,0.008316515,3.48e-05,3.48e-05,0.718804371,0.02463637,0.234637066,0.000104391,0.000382768,0.000139189,0.011726634,0.0,0.008316515,0.001113508,0.718804371,0.02463637,0.234637066,3.48e-05,0.000104391,0.000139189,0.000382768,3.48e-05,0.011726634,0.0,0.008316515,0.001113508,0.0,0.437852321,0.000313174,3.48e-05,3.48e-05,0.000104391,0.000139189,0.000382768,0.1553344,0.002366205,0.023940427,0.217412485,0.039355557,0.075231401,3.48e-05,0.020530308,0.011726634,0.0,0.008316515,0.001322291,0.001113508,0.0,0.039355557,0.0,3.48e-05,0.437852321,0.017537755,0.000104391,0.003027351,0.000521957,0.001357088,0.000556754,0.002366205,0.000139189,0.000521957,0.000521957,0.000313174,0.0,0.001009117,0.001531074,0.0,0.0,0.039181571,0.000208783,0.0,0.10279073,0.001043914,0.002957756,0.003897279,0.001357088,0.0,0.001948639,3.48e-05,0.014127636,0.003549308,3.48e-05,0.000173986,0.008316515,0.001322291,0.0,3.48e-05,0.000173986,0.001113508,0.031804579,6.96e-05,0.028220475,1.0
41,0.004626258,0.013236239,0.939087599,0.006254016,4.28e-05,0.036410366,0.004626258,0.019918612,0.013236239,0.006082673,0.730648961,0.000128507,0.002955665,0.0,0.18436496,4.28e-05,0.036410366,0.0011994,0.013236239,0.006039837,0.730648961,0.004626258,0.000128507,0.0,0.002955665,0.019918612,0.18436496,4.28e-05,0.036410366,0.0011994,0.00149925,0.00621118,0.000214179,0.000342686,0.004626258,0.000128507,0.0,0.002955665,0.130434783,0.006339687,0.002784322,0.000942386,0.003212679,0.587234954,0.019832941,0.005440137,0.18286571,4.28e-05,0.036410366,0.006039837,0.0011994,4.28e-05,0.003212679,0.0,0.000257014,0.00621118,0.0,0.0,0.006596702,0.001113729,0.000128507,0.006168344,0.006339687,0.001113729,0.001156565,0.000471193,0.000214179,0.003255515,0.001884772,0.002655815,0.0,0.000728207,0.550867423,0.000257014,0.0,0.021417862,0.000128507,0.00681088,0.002527308,0.005440137,8.57e-05,0.000942386,4.28e-05,0.042792889,0.016020561,0.019618762,0.182437353,0.036410366,0.006039837,8.57e-05,0.001285072,0.0,0.0011994,0.053458985,0.0,0.00591133,0.0
42,0.005305796,0.169443177,0.686501597,0.014833409,0.0,0.123345504,0.005305796,0.000171155,0.081811958,0.011068005,0.662482885,0.000342309,0.015632131,0.000114103,0.005876312,0.0,0.123345504,0.002339115,0.081811958,0.011068005,0.662482885,0.005305796,0.000342309,5.71e-05,0.015632131,0.000171155,0.005876312,0.0,0.123345504,0.002339115,0.005648106,0.05288681,0.0,0.000969877,0.005305796,0.000342309,5.71e-05,0.015632131,0.160200822,0.000855774,0.023847558,0.0,0.004450023,0.159573254,0.000114103,0.009698768,0.000228206,0.0,0.123345504,0.340883158,0.002339115,0.0,0.004450023,0.000171155,0.000684619,0.05288681,0.013121862,5.71e-05,0.01340712,0.001141031,0.000627567,0.0,0.000855774,0.000228206,0.000171155,0.000456413,0.0,0.003708352,0.004507074,0.002396166,0.0,0.013977636,0.053913738,0.000228206,0.0,0.061558649,0.006960292,0.031948882,0.002510269,0.009698768,0.000228206,0.0,0.000342309,0.016830215,0.002053857,0.000114103,0.000228206,0.123345504,0.340883158,0.0,0.001426289,0.001312186,0.002339115,0.060303514,0.000627567,0.069659973,1.0
43,0.000810373,0.448811453,0.3363047,0.151809833,0.000270124,0.058076715,0.000810373,0.0,0.448811453,0.06982712,0.327120475,0.000810373,0.004727175,0.000135062,0.003646677,0.000270124,0.058076715,0.000810373,0.448811453,0.06982712,0.327120475,0.000810373,0.000810373,0.0,0.004727175,0.0,0.003646677,0.000270124,0.058076715,0.000810373,0.000270124,0.315505132,0.0,0.0,0.000810373,0.000810373,0.0,0.004727175,0.215018909,0.000405186,0.07171799,0.0,0.061183144,0.107914641,0.0,0.069286872,0.003376553,0.000270124,0.058076715,0.00378174,0.000810373,0.000270124,0.061183144,0.000135062,0.0,0.315505132,0.009319287,0.000675311,0.021069692,0.001350621,0.001215559,0.0,0.000405186,0.0,0.001620746,0.001755808,0.0,0.000540249,0.000135062,0.00445705,0.0,0.0,0.063884387,0.000270124,0.0,0.10089141,0.002160994,0.010264722,0.053619665,0.014991896,0.000270124,0.0,0.0,0.033225284,0.012155592,0.0,0.0,0.058076715,0.00378174,0.0,0.0,0.004592112,0.000810373,0.051863857,0.005402485,0.019719071,0.0
44,0.001905488,0.543614499,0.361449864,0.044503726,0.0,0.048102981,0.001905488,0.003302846,0.543614499,0.044419038,0.351329607,0.0,0.001566734,8.47e-05,0.003556911,0.0,0.048102981,0.001693767,0.543614499,0.044419038,0.351329607,0.001820799,0.0,8.47e-05,0.001566734,0.003175813,0.003556911,0.0,0.048102981,0.001693767,0.0,0.517911585,0.000550474,0.0,0.001820799,0.0,8.47e-05,0.001566734,0.20617378,0.001270325,0.025702913,0.0,0.0,0.143292683,0.002625339,0.044419038,0.003556911,0.0,0.048102981,4.23e-05,0.001693767,0.0,0.0,0.0,0.0,0.517911585,0.0,0.0,0.031461721,0.000973916,0.0,0.0,0.001270325,0.001355014,0.001397358,0.001990176,0.000550474,0.0,0.003472222,0.001905488,0.001820799,0.0,0.131309282,0.002625339,0.000127033,0.087821816,0.0,0.000550474,0.025702913,0.044419038,0.0,0.0,0.0,0.019859417,0.0,0.001143293,0.000127033,0.048102981,4.23e-05,0.0,0.0,0.0,0.001693767,0.058180894,0.0,0.007833672,0.0
45,0.019231304,0.660372111,0.285730178,0.017465306,0.0,0.017159385,0.019231304,5.56e-05,0.660358206,0.017340156,0.282073032,0.0,0.000500598,0.000111244,0.001209778,0.0,0.017159385,0.001891148,0.660358206,0.017340156,0.282073032,0.019147871,0.0,2.78e-05,0.000500598,5.56e-05,0.001209778,0.0,0.017159385,0.001891148,0.0,0.645340268,4.17e-05,9.73e-05,0.019147871,0.0,2.78e-05,0.000500598,0.152737993,0.002280502,0.013335373,0.0,0.001682565,0.124551548,5.56e-05,0.017340156,0.001209778,0.0,0.017159385,0.002322218,0.001891148,0.0,0.001682565,0.0,0.0,0.645340268,0.0,0.0,0.015393387,1.39e-05,0.0,1.39e-05,0.002280502,0.000292015,0.004435854,1.39e-05,4.17e-05,0.018216203,0.002141447,0.003267792,0.00015296,4.17e-05,0.11499847,0.000486692,0.0,0.107253108,0.002030203,0.003295603,0.01130517,0.017340156,0.0,0.0,0.0,0.003657146,0.003003588,5.56e-05,5.56e-05,0.017159385,0.002322218,9.73e-05,0.0,0.00015296,0.001891148,0.01646411,0.0,0.002739383,1.0
46,0.001224462,0.591687263,0.376567425,0.000929684,0.0,0.029591166,0.001224462,0.000294778,0.591687263,0.0,0.324641165,2.27e-05,0.044874266,0.000884334,0.000453504,0.0,0.029591166,0.006303712,0.591687263,0.0,0.324641165,0.001201787,2.27e-05,0.000884334,0.044874266,0.000294778,0.000453504,0.0,0.029591166,0.006303712,0.000430829,0.542890184,4.54e-05,0.000317453,0.001201787,2.27e-05,0.000884334,0.044874266,0.253372939,0.003333258,0.019954196,0.008457858,0.019523367,0.064102855,0.000113376,0.0,2.27e-05,0.0,0.029591166,0.003469309,0.006303712,0.0,0.019523367,0.0,0.0,0.542890184,0.005011224,2.27e-05,0.087435659,0.00104306,0.0,6.8e-05,0.003333258,6.8e-05,0.000317453,0.000226752,4.54e-05,0.000181402,0.011768441,0.012811501,2.27e-05,6.8e-05,0.020815855,0.000566881,9.07e-05,0.094102175,0.001179112,0.000317453,0.01376386,0.0,0.000430829,2.27e-05,0.0,0.00911544,0.031904038,0.000113376,2.27e-05,0.029591166,0.003469309,0.000317453,0.000430829,0.014126664,0.006303712,0.037572844,0.0,0.009364867,0.0
47,0.000286007,0.521887042,0.278465197,0.177263969,0.002980491,0.018846339,0.000286007,9.03e-05,0.521887042,0.020396797,0.268771074,3.01e-05,0.002950385,0.000797808,0.003808406,0.002980491,0.018846339,0.002845014,0.521887042,0.020396797,0.268771074,0.000286007,3.01e-05,0.000602119,0.002950385,9.03e-05,0.003808406,0.002980491,0.018846339,0.002845014,0.003763247,0.413836705,0.001911729,0.000376325,0.000286007,3.01e-05,0.000602119,0.002950385,0.183104528,0.010160766,0.029112476,0.02011079,0.058827071,0.063538656,4.52e-05,0.019884995,4.52e-05,0.002980491,0.018846339,0.00967907,0.002845014,0.002980491,0.058827071,0.0,0.000240848,0.413836705,0.003492293,1.51e-05,0.00927264,0.000647278,0.0,3.01e-05,0.010160766,0.001926782,0.000993497,0.000120424,0.001911729,7.53e-05,0.00276975,0.004907274,1.51e-05,0.0,0.040507587,0.000165583,0.000105371,0.06915342,0.007406069,0.002890173,0.018214114,0.019884995,0.003763247,0.0,1.51e-05,0.013863801,0.004064306,4.52e-05,4.52e-05,0.018846339,0.00967907,0.000135477,0.000165583,6.02e-05,0.002845014,0.082008671,0.0,0.015218569,1.0
48,0.010238195,0.115067757,0.77550594,0.015252821,0.009700913,0.074174676,0.010238195,0.000895469,0.115067757,0.014476748,0.759745687,0.000716375,0.002358068,5.97e-05,0.007223449,0.009700913,0.074174676,0.005283267,0.115067757,0.014476748,0.759745687,0.010118799,0.000716375,5.97e-05,0.002358068,0.00086562,0.007223449,0.009700913,0.074174676,0.005283267,0.0,0.079189302,5.97e-05,0.001880485,0.010118799,0.000716375,5.97e-05,0.002358068,0.241269178,0.001970032,0.026834219,2.98e-05,0.009014387,0.371888245,0.000746224,0.013312638,0.007223449,0.009700913,0.074174676,0.142618351,0.005283267,0.009700913,0.009014387,0.000328339,0.001850636,0.079189302,0.0,0.000596979,0.082204048,8.95e-05,0.0,0.001402901,0.001970032,0.001402901,0.003134141,0.004089308,5.97e-05,0.0,0.00202973,0.005104173,0.001552146,0.000477583,0.040684138,0.002865501,5.97e-05,0.03949018,0.0,0.186675422,0.026267089,0.013312638,0.0,2.98e-05,0.000895469,0.029013193,0.022118083,0.000716375,0.0,0.074174676,0.142618351,2.98e-05,0.00749209,0.000268641,0.005283267,0.076114859,0.0,0.116828846,1.0
49,0.000996867,0.26170132,0.658074623,0.078942372,9.49e-05,0.00014241,0.000996867,0.000189879,0.26170132,4.75e-05,0.637662584,0.0,0.009351562,0.078894902,0.004272287,9.49e-05,0.00014241,0.00659831,0.26170132,4.75e-05,0.637662584,0.000901927,0.0,0.078705022,0.009351562,0.000189879,0.004272287,9.49e-05,0.00014241,0.00659831,4.75e-05,0.187933162,4.75e-05,0.0,0.000901927,0.0,0.078705022,0.009351562,0.574242856,0.032137093,0.073673218,4.75e-05,4.75e-05,0.031092756,0.00014241,4.75e-05,0.004224817,9.49e-05,0.00014241,0.00014241,0.00659831,9.49e-05,4.75e-05,0.0,0.0,0.187933162,0.0,0.0,0.123136808,9.49e-05,0.0,0.002373493,0.032137093,0.005174214,0.012579512,0.0,4.75e-05,0.0,0.0,4.75e-05,0.000901927,0.002088674,0.018418304,0.000189879,0.001044337,0.164293174,0.0,4.75e-05,0.073673218,0.0,4.75e-05,4.75e-05,0.0,0.128595842,4.75e-05,0.00014241,0.0,0.00014241,0.00014241,0.0,0.0,0.000569638,0.00659831,0.145067882,0.0,0.0099212,0.0
50,0.000153965,0.589314858,0.401046959,0.00295612,0.006466513,6.16e-05,0.000153965,0.000338722,0.589314858,0.00221709,0.379491917,0.000461894,0.014934565,0.00021555,0.003356428,0.006466513,6.16e-05,0.002925327,0.589314858,0.00221709,0.379491917,0.000153965,0.000461894,0.00021555,0.014934565,0.000338722,0.003356428,0.006466513,6.16e-05,0.002925327,0.003294842,0.556612779,0.0,0.000554273,0.000153965,0.000461894,0.00021555,0.014934565,0.286466513,0.00274057,0.026204773,0.0,0.006497306,0.088529638,0.000277136,0.00221709,6.16e-05,0.006466513,6.16e-05,0.001200924,0.002925327,0.006466513,0.006497306,0.0,0.000277136,0.556612779,0.0,0.000461894,0.03630485,0.000369515,0.0,0.000246343,0.00274057,9.24e-05,0.004064665,0.000461894,0.0,6.16e-05,0.001878368,0.002925327,3.08e-05,0.003233256,0.056905312,0.000338722,0.000184758,0.162925327,0.0,0.002340262,0.025127021,0.0,0.003294842,0.0,0.0,0.006004619,0.021555042,0.000277136,0.0,6.16e-05,0.001200924,0.000277136,6.16e-05,0.011331794,0.002925327,0.071839877,0.001077752,0.006774442,0.0
51,0.000405515,0.603685118,0.316681873,0.068658759,0.002281022,0.008287713,0.000405515,0.000126723,0.603685118,0.003903082,0.305403487,0.0,0.004688767,0.064755677,0.004409976,0.002281022,0.008287713,0.00205292,0.603685118,0.003903082,0.305403487,0.000405515,0.0,0.06455292,0.004688767,0.000101379,0.004409976,0.002281022,0.008287713,0.00205292,0.004409976,0.590607259,0.008211679,0.0,0.000405515,0.0,0.06455292,0.004688767,0.220118613,0.000253447,0.010847526,0.0,0.002230333,0.076794404,5.07e-05,0.003903082,0.0,0.002281022,0.008287713,2.53e-05,0.00205292,0.002281022,0.002230333,0.0,0.0,0.590607259,0.0,0.0,0.030768451,0.000582928,0.000684307,0.005144972,0.000253447,0.000228102,0.000684307,0.001089822,0.008211679,0.000304136,0.0011912,0.001748783,2.53e-05,0.0,0.05482056,0.000202758,5.07e-05,0.132400649,0.000278792,0.000861719,0.009884428,0.003903082,0.004409976,0.0,0.0,0.023038321,0.013534063,5.07e-05,0.0,0.008287713,2.53e-05,0.0,7.6e-05,0.004409976,0.00205292,0.029171736,0.0,0.001647405,0.0
52,0.003672438,0.562502981,0.418753279,0.012257357,0.0,0.002766252,0.003672438,0.0,0.562502981,0.012209663,0.40539896,4.77e-05,0.005198645,0.0,0.005818667,0.0,0.002766252,0.002337006,0.562502981,0.012209663,0.40539896,0.003672438,4.77e-05,0.0,0.005198645,0.0,0.005818667,0.0,0.002766252,0.002337006,0.005532503,0.53288501,0.00023847,4.77e-05,0.003672438,4.77e-05,0.0,0.005198645,0.145323604,0.000667716,0.013640483,9.54e-05,0.0158821,0.250488863,0.0,0.012209663,0.000286164,0.0,0.002766252,0.008632613,0.002337006,0.0,0.0158821,0.0,4.77e-05,0.53288501,0.0,4.77e-05,0.016931368,0.003481662,0.0,0.000572328,0.000667716,0.004864788,0.003004722,0.001383126,0.00023847,0.0,0.0,0.004387848,0.002050842,0.000143082,0.217770783,0.000524634,9.54e-05,0.047980159,4.77e-05,0.003767826,0.013592789,0.012209663,0.005532503,9.54e-05,0.0,0.035627415,0.010206515,0.0,0.0,0.002766252,0.008632613,0.0,0.001096962,0.0,0.002337006,0.036008966,0.0,0.014165117,0.0
53,0.000591804,0.514622479,0.368003156,0.094441979,9.86e-05,0.022241949,0.000591804,0.0,0.514622479,0.006855057,0.360211077,4.93e-05,0.003205602,0.0,0.004142625,9.86e-05,0.022241949,0.000443853,0.514622479,0.006855057,0.360211077,0.000591804,4.93e-05,0.0,0.003205602,0.0,0.004142625,9.86e-05,0.022241949,0.000443853,4.93e-05,0.459683385,0.0,9.86e-05,0.000591804,4.93e-05,0.0,0.003205602,0.167085861,9.86e-05,0.038072693,0.0,0.0168664,0.19110322,0.0,0.006855057,0.004093308,9.86e-05,0.022241949,0.001676777,0.000443853,9.86e-05,0.0168664,4.93e-05,9.86e-05,0.459683385,0.0,4.93e-05,0.027666815,0.001084973,0.0,0.028307935,9.86e-05,0.0,0.00064112,0.000986339,0.0,0.0,0.0,0.003797406,9.86e-05,9.86e-05,0.130048824,0.000591804,4.93e-05,0.073432954,0.007101642,0.005572816,0.017951373,0.0,4.93e-05,0.0,0.000542487,0.030576515,0.004241259,0.0,0.0,0.022241949,0.001676777,0.0,0.00049317,0.003057652,0.000443853,0.029984712,0.013019677,0.020663806,0.0
54,0.005784959,0.366276253,0.608104642,0.004787552,0.009660597,0.005357499,0.005784959,0.001966316,0.366190761,0.003904135,0.551480437,0.000170984,0.02952324,2.85e-05,0.009717591,0.009660597,0.005357499,0.015417059,0.366190761,0.003904135,0.551423442,0.005756462,0.000170984,2.85e-05,0.02952324,0.001937819,0.009717591,0.009660597,0.005357499,0.015417059,0.009717591,0.175714571,0.001082899,0.001168391,0.005756462,0.000170984,2.85e-05,0.02952324,0.287424126,0.000170984,0.061240774,0.000113989,0.129064432,0.247328375,0.001795332,0.003334188,0.0,0.009660597,0.005357499,0.014191673,0.015417059,0.009660597,0.129064432,0.000683936,0.000199481,0.175714571,0.0,0.000142487,0.082328802,0.001082899,0.0,0.000398963,0.000170984,0.00042746,0.000455957,0.0021373,0.001082899,0.002849734,0.003505172,0.010914479,2.85e-05,0.000113989,0.096919438,0.000911915,8.55e-05,0.088569719,0.002279787,0.007694281,0.05850503,0.003334188,0.009717591,8.55e-05,2.85e-05,0.026502522,0.042347041,0.00170984,0.0,0.005357499,0.014191673,0.000968909,0.001652845,0.028867801,0.015417059,0.073010174,0.000455957,0.097061925,0.0
55,0.024744819,0.325858336,0.585060315,0.004484998,0.004124137,0.055572739,0.024744819,5.16e-05,0.325858336,0.001391896,0.566707908,0.003041551,0.005722239,5.16e-05,0.00484586,0.004124137,0.055572739,0.007732756,0.325858336,0.001391896,0.566707908,0.024641716,0.003041551,5.16e-05,0.005722239,5.16e-05,0.00484586,0.004124137,0.055572739,0.007732756,0.004742757,0.063666357,0.018764821,5.16e-05,0.024641716,0.003041551,5.16e-05,0.005722239,0.239921641,0.068718425,0.238735952,0.015362408,0.003505516,0.231467162,5.16e-05,0.001391896,0.000103103,0.004124137,0.055572739,0.007732756,0.007732756,0.004124137,0.003505516,5.16e-05,0.0,0.063666357,0.001340344,5.16e-05,0.025002578,0.007165687,0.000257759,0.000463965,0.068718425,0.003453964,0.000824827,0.000979482,0.018764821,0.013145685,0.010516548,0.010722755,0.0,0.000257759,0.166254253,0.001701206,0.000103103,0.100422724,0.000206207,0.022579647,0.019074131,0.0,0.004742757,0.003711723,0.000360862,0.006392412,5.16e-05,5.16e-05,0.000103103,0.055572739,0.007732756,5.16e-05,0.00422724,0.0,0.007732756,0.08490566,0.217857511,0.032529127,1.0
56,0.003024803,0.653478524,0.318935269,0.002540835,0.000967937,0.021052632,0.003024803,0.028191168,0.653478524,0.002056866,0.255898367,0.0,0.001572898,0.000362976,0.033030853,0.000967937,0.021052632,0.000241984,0.653478524,0.002056866,0.255898367,0.002661827,0.0,0.000362976,0.001572898,0.027707199,0.033030853,0.000967937,0.021052632,0.000241984,0.033030853,0.407864489,0.000362976,0.000120992,0.002661827,0.0,0.000362976,0.001572898,0.154506957,0.000362976,0.011736237,0.225650333,0.008227465,0.097519661,0.027465215,0.002056866,0.0,0.000967937,0.021052632,0.002903811,0.000241984,0.000967937,0.008227465,0.000120992,0.0,0.407864489,0.000846945,0.0,0.045251059,0.001209921,0.000241984,0.000846945,0.000362976,0.000120992,0.00169389,0.009679371,0.000362976,0.002661827,0.0,0.0,0.0,0.000241984,0.055656382,0.001088929,0.000120992,0.06291591,0.000362976,0.015607985,0.010284332,0.002056866,0.027586207,0.0,0.0,0.016333938,0.004355717,0.027465215,0.0,0.021052632,0.002903811,0.0,0.0,0.000967937,0.000241984,0.018632789,0.0,0.018511797,0.0
57,0.11713462,0.088994736,0.72812735,0.000626723,0.00106543,0.064051141,0.11713462,0.009714214,0.088932063,0.000438706,0.702306342,0.0,0.008899474,6.27e-05,0.005264477,0.00106543,0.064051141,0.001942843,0.088932063,0.000438706,0.70117824,0.116257207,0.0,6.27e-05,0.008899474,0.009714214,0.005264477,0.00106543,0.064051141,0.001942843,0.004199047,0.039170218,0.008523439,0.001128102,0.116257207,0.0,6.27e-05,0.008899474,0.407871647,0.001316119,0.003070945,0.038230133,0.008460767,0.236588117,0.009651542,0.000438706,0.00106543,0.00106543,0.064051141,0.045437453,0.001942843,0.00106543,0.008460767,0.001128102,0.00106543,0.039170218,0.000313362,0.0,0.126159438,0.001378792,0.0,0.023126097,0.001316119,0.00507646,0.003885686,0.002694911,0.008523439,0.110303334,0.0,0.018362998,0.000188017,0.003321634,0.034657809,0.002882928,0.000376034,0.161130609,0.000626723,0.013223866,0.00213086,0.000438706,0.004199047,0.0,0.001190775,0.008523439,0.036851341,0.009526197,0.0,0.064051141,0.045437453,6.27e-05,0.005139133,6.27e-05,0.001942843,0.086550514,0.0,0.122023063,0.0
58,7.58e-05,0.452282629,0.477135821,0.038908884,0.007956052,0.023565069,7.58e-05,0.017616973,0.452282629,0.0,0.445879901,3.79e-05,0.001288123,0.038870998,0.011100587,0.007956052,0.023565069,0.001250237,0.452282629,0.0,0.44580413,7.58e-05,3.79e-05,0.038870998,0.001288123,0.017616973,0.011100587,0.007956052,0.023565069,0.001250237,0.010759614,0.346580792,0.0,0.000909263,7.58e-05,3.79e-05,0.038870998,0.001288123,0.30914946,0.000303088,0.026974806,3.79e-05,0.078689146,0.127410494,0.000265202,0.0,0.000340974,0.007956052,0.023565069,0.008031824,0.001250237,0.007956052,0.078689146,0.00018943,0.00018943,0.346580792,0.0,3.79e-05,0.052888805,0.000871377,0.000681947,0.000568289,0.000303088,0.001136579,0.001818526,0.001250237,0.0,0.0,0.009206289,0.012464482,3.79e-05,0.000113658,0.056980489,0.000871377,0.0,0.121007767,0.003674938,0.002955105,0.02261792,0.0,0.010759614,0.0,0.0,0.043568858,0.03538549,0.000265202,0.000340974,0.023565069,0.008031824,0.000719833,3.79e-05,0.0,0.001250237,0.066868725,0.0,0.029588937,0.0
